run_name,seed,budget,query_concept,count
neural_baseline_lambda_s_0,0,9,legal_or_regulatory_work,394
neural_baseline_lambda_s_0,0,9,male_pronouns,147
neural_baseline_lambda_s_0,0,9,live_music_or_recording,77
neural_baseline_lambda_s_0,0,9,female_pronouns,61
neural_baseline_lambda_s_0,0,9,design_work,58
neural_baseline_lambda_s_0,0,9,visual_art_practice,55
neural_baseline_lambda_s_0,0,9,mind_body_practice,4
neural_baseline_lambda_s_0,0,9,literary_writing,1
neural_baseline_lambda_s_0,0,10,legal_or_regulatory_work,708
neural_baseline_lambda_s_0,0,10,live_music_or_recording,666
neural_baseline_lambda_s_0,0,10,mind_body_practice,229
neural_baseline_lambda_s_0,0,10,design_work,171
neural_baseline_lambda_s_0,0,10,nutrition_or_diet_guidance,143
neural_baseline_lambda_s_0,0,10,film_or_video_production,74
neural_baseline_lambda_s_0,0,10,visual_art_practice,8
neural_baseline_lambda_s_0,0,10,male_pronouns,1
neural_baseline_lambda_s_0,0,11,camera_or_photography_work,689
neural_baseline_lambda_s_0,0,11,male_pronouns,420
neural_baseline_lambda_s_0,0,11,clinical_care,286
neural_baseline_lambda_s_0,0,11,design_work,245
neural_baseline_lambda_s_0,0,11,mind_body_practice,170
neural_baseline_lambda_s_0,0,11,visual_art_practice,138
neural_baseline_lambda_s_0,0,11,live_music_or_recording,47
neural_baseline_lambda_s_0,0,11,film_or_video_production,2
neural_baseline_lambda_s_0,0,11,medical_training,2
neural_baseline_lambda_s_0,0,11,nutrition_or_diet_guidance,1
neural_baseline_lambda_s_0,0,12,male_pronouns,970
neural_baseline_lambda_s_0,0,12,clinical_care,420
neural_baseline_lambda_s_0,0,12,medical_training,202
neural_baseline_lambda_s_0,0,12,live_music_or_recording,156
neural_baseline_lambda_s_0,0,12,mind_body_practice,138
neural_baseline_lambda_s_0,0,12,film_or_video_production,57
neural_baseline_lambda_s_0,0,12,design_work,40
neural_baseline_lambda_s_0,0,12,legal_or_regulatory_work,9
neural_baseline_lambda_s_0,0,12,visual_art_practice,7
neural_baseline_lambda_s_0,0,12,literary_writing,1
neural_baseline_lambda_s_0,0,13,media_or_publishing_work,706
neural_baseline_lambda_s_0,0,13,technical_or_engineering_work,327
neural_baseline_lambda_s_0,0,13,visual_art_practice,314
neural_baseline_lambda_s_0,0,13,nursing_care,305
neural_baseline_lambda_s_0,0,13,literary_writing,202
neural_baseline_lambda_s_0,0,13,surgical_work,82
neural_baseline_lambda_s_0,0,13,dental_or_oral_health,51
neural_baseline_lambda_s_0,0,13,male_pronouns,9
neural_baseline_lambda_s_0,0,13,film_or_video_production,2
neural_baseline_lambda_s_0,0,13,legal_or_regulatory_work,1
neural_baseline_lambda_s_0,0,13,mind_body_practice,1
neural_baseline_lambda_s_0,0,14,technical_or_engineering_work,530
neural_baseline_lambda_s_0,0,14,media_or_publishing_work,327
neural_baseline_lambda_s_0,0,14,dental_or_oral_health,310
neural_baseline_lambda_s_0,0,14,reporting_or_news_work,229
neural_baseline_lambda_s_0,0,14,medical_training,194
neural_baseline_lambda_s_0,0,14,film_or_video_production,144
neural_baseline_lambda_s_0,0,14,surgical_work,92
neural_baseline_lambda_s_0,0,14,nutrition_or_diet_guidance,51
neural_baseline_lambda_s_0,0,14,female_gendered_titles,44
neural_baseline_lambda_s_0,0,14,visual_art_practice,38
neural_baseline_lambda_s_0,0,14,teaching_or_instruction,26
neural_baseline_lambda_s_0,0,14,camera_or_photography_work,8
neural_baseline_lambda_s_0,0,14,live_music_or_recording,4
neural_baseline_lambda_s_0,0,14,comedy_or_stage_performance,3
neural_baseline_lambda_s_0,0,15,comedy_or_stage_performance,505
neural_baseline_lambda_s_0,0,15,dental_or_oral_health,302
neural_baseline_lambda_s_0,0,15,nutrition_or_diet_guidance,291
neural_baseline_lambda_s_0,0,15,technical_or_engineering_work,198
neural_baseline_lambda_s_0,0,15,surgical_work,144
neural_baseline_lambda_s_0,0,15,teaching_or_instruction,86
neural_baseline_lambda_s_0,0,15,media_or_publishing_work,77
neural_baseline_lambda_s_0,0,15,film_or_video_production,74
neural_baseline_lambda_s_0,0,15,literary_writing,68
neural_baseline_lambda_s_0,0,15,female_gendered_titles,67
neural_baseline_lambda_s_0,0,15,medical_training,58
neural_baseline_lambda_s_0,0,15,mind_body_practice,50
neural_baseline_lambda_s_0,0,15,visual_art_practice,44
neural_baseline_lambda_s_0,0,15,software_development,25
neural_baseline_lambda_s_0,0,15,reporting_or_news_work,8
neural_baseline_lambda_s_0,0,15,camera_or_photography_work,1
neural_baseline_lambda_s_0,0,15,education_or_academic_work,1
neural_baseline_lambda_s_0,0,15,live_music_or_recording,1
neural_baseline_lambda_s_0,0,16,software_development,874
neural_baseline_lambda_s_0,0,16,media_or_publishing_work,283
neural_baseline_lambda_s_0,0,16,female_gendered_titles,198
neural_baseline_lambda_s_0,0,16,teaching_or_instruction,149
neural_baseline_lambda_s_0,0,16,technical_or_engineering_work,92
neural_baseline_lambda_s_0,0,16,medical_training,86
neural_baseline_lambda_s_0,0,16,fitness_instruction,81
neural_baseline_lambda_s_0,0,16,education_or_academic_work,76
neural_baseline_lambda_s_0,0,16,music_composition,50
neural_baseline_lambda_s_0,0,16,nutrition_or_diet_guidance,26
neural_baseline_lambda_s_0,0,16,comedy_or_stage_performance,22
neural_baseline_lambda_s_0,0,16,dental_or_oral_health,22
neural_baseline_lambda_s_0,0,16,literary_writing,21
neural_baseline_lambda_s_0,0,16,mind_body_practice,6
neural_baseline_lambda_s_0,0,16,public_speaking_or_events,3
neural_baseline_lambda_s_0,0,16,reporting_or_news_work,3
neural_baseline_lambda_s_0,0,16,surgical_work,3
neural_baseline_lambda_s_0,0,16,legal_or_regulatory_work,2
neural_baseline_lambda_s_0,0,16,camera_or_photography_work,1
neural_baseline_lambda_s_0,0,16,legal_practice,1
neural_baseline_lambda_s_0,0,16,live_music_or_recording,1
neural_baseline_lambda_s_0,0,17,music_composition,394
neural_baseline_lambda_s_0,0,17,legal_practice,384
neural_baseline_lambda_s_0,0,17,mind_body_practice,208
neural_baseline_lambda_s_0,0,17,public_speaking_or_events,171
neural_baseline_lambda_s_0,0,17,software_development,148
neural_baseline_lambda_s_0,0,17,fitness_instruction,121
neural_baseline_lambda_s_0,0,17,technical_or_engineering_work,104
neural_baseline_lambda_s_0,0,17,camera_or_photography_work,98
neural_baseline_lambda_s_0,0,17,surgical_work,77
neural_baseline_lambda_s_0,0,17,therapy_or_counseling,73
neural_baseline_lambda_s_0,0,17,female_gendered_titles,58
neural_baseline_lambda_s_0,0,17,reporting_or_news_work,37
neural_baseline_lambda_s_0,0,17,live_music_or_recording,32
neural_baseline_lambda_s_0,0,17,comedy_or_stage_performance,30
neural_baseline_lambda_s_0,0,17,film_or_video_production,29
neural_baseline_lambda_s_0,0,17,education_or_academic_work,16
neural_baseline_lambda_s_0,0,17,teaching_or_instruction,8
neural_baseline_lambda_s_0,0,17,media_or_publishing_work,6
neural_baseline_lambda_s_0,0,17,literary_writing,4
neural_baseline_lambda_s_0,0,17,dental_or_oral_health,1
neural_baseline_lambda_s_0,0,17,nutrition_or_diet_guidance,1
neural_baseline_lambda_s_0,0,18,reporting_or_news_work,427
neural_baseline_lambda_s_0,0,18,education_or_academic_work,275
neural_baseline_lambda_s_0,0,18,technical_or_engineering_work,202
neural_baseline_lambda_s_0,0,18,comedy_or_stage_performance,151
neural_baseline_lambda_s_0,0,18,teaching_or_instruction,140
neural_baseline_lambda_s_0,0,18,therapy_or_counseling,125
neural_baseline_lambda_s_0,0,18,legal_practice,117
neural_baseline_lambda_s_0,0,18,camera_or_photography_work,90
neural_baseline_lambda_s_0,0,18,mind_body_practice,84
neural_baseline_lambda_s_0,0,18,public_speaking_or_events,65
neural_baseline_lambda_s_0,0,18,film_or_video_production,60
neural_baseline_lambda_s_0,0,18,software_development,42
neural_baseline_lambda_s_0,0,18,medical_training,40
neural_baseline_lambda_s_0,0,18,live_music_or_recording,37
neural_baseline_lambda_s_0,0,18,nursing_care,37
neural_baseline_lambda_s_0,0,18,female_gendered_titles,31
neural_baseline_lambda_s_0,0,18,fitness_instruction,31
neural_baseline_lambda_s_0,0,18,music_composition,25
neural_baseline_lambda_s_0,0,18,literary_writing,13
neural_baseline_lambda_s_0,0,18,child_or_family_care_mentions,5
neural_baseline_lambda_s_0,0,18,dental_or_oral_health,2
neural_baseline_lambda_s_0,0,18,media_or_publishing_work,1
neural_baseline_lambda_s_0,0,19,public_speaking_or_events,998
neural_baseline_lambda_s_0,0,19,education_or_academic_work,145
neural_baseline_lambda_s_0,0,19,legal_practice,125
neural_baseline_lambda_s_0,0,19,nutrition_or_diet_guidance,123
neural_baseline_lambda_s_0,0,19,literary_writing,119
neural_baseline_lambda_s_0,0,19,teaching_or_instruction,118
neural_baseline_lambda_s_0,0,19,child_or_family_care_mentions,109
neural_baseline_lambda_s_0,0,19,fitness_instruction,105
neural_baseline_lambda_s_0,0,19,live_music_or_recording,62
neural_baseline_lambda_s_0,0,19,film_or_video_production,50
neural_baseline_lambda_s_0,0,19,music_composition,17
neural_baseline_lambda_s_0,0,19,media_or_publishing_work,7
neural_baseline_lambda_s_0,0,19,medical_training,6
neural_baseline_lambda_s_0,0,19,therapy_or_counseling,6
neural_baseline_lambda_s_0,0,19,reporting_or_news_work,3
neural_baseline_lambda_s_0,0,19,technical_or_engineering_work,2
neural_baseline_lambda_s_0,0,19,camera_or_photography_work,1
neural_baseline_lambda_s_0,0,19,comedy_or_stage_performance,1
neural_baseline_lambda_s_0,0,19,gendered_organization_or_award,1
neural_baseline_lambda_s_0,0,19,nursing_care,1
neural_baseline_lambda_s_0,0,19,software_development,1
neural_baseline_lambda_s_0,0,20,child_or_family_care_mentions,615
neural_baseline_lambda_s_0,0,20,legal_practice,375
neural_baseline_lambda_s_0,0,20,gendered_organization_or_award,277
neural_baseline_lambda_s_0,0,20,public_speaking_or_events,135
neural_baseline_lambda_s_0,0,20,education_or_academic_work,107
neural_baseline_lambda_s_0,0,20,film_or_video_production,106
neural_baseline_lambda_s_0,0,20,nutrition_or_diet_guidance,100
neural_baseline_lambda_s_0,0,20,fitness_instruction,56
neural_baseline_lambda_s_0,0,20,media_or_publishing_work,49
neural_baseline_lambda_s_0,0,20,software_development,48
neural_baseline_lambda_s_0,0,20,live_music_or_recording,43
neural_baseline_lambda_s_0,0,20,teaching_or_instruction,24
neural_baseline_lambda_s_0,0,20,literary_writing,19
neural_baseline_lambda_s_0,0,20,music_composition,12
neural_baseline_lambda_s_0,0,20,building_or_spatial_design,9
neural_baseline_lambda_s_0,0,20,medical_training,7
neural_baseline_lambda_s_0,0,20,research_publications,6
neural_baseline_lambda_s_0,0,20,camera_or_photography_work,3
neural_baseline_lambda_s_0,0,20,comedy_or_stage_performance,3
neural_baseline_lambda_s_0,0,20,reporting_or_news_work,2
neural_baseline_lambda_s_0,0,20,therapy_or_counseling,2
neural_baseline_lambda_s_0,0,20,spouse_or_partner_mentions,1
neural_baseline_lambda_s_0,0,20,technical_or_engineering_work,1
neural_baseline_lambda_s_0,1,1,health_or_wellness_work,2000
neural_baseline_lambda_s_0,1,2,legal_or_regulatory_work,1398
neural_baseline_lambda_s_0,1,2,nursing_care,602
neural_baseline_lambda_s_0,1,3,female_pronouns,1398
neural_baseline_lambda_s_0,1,3,clinical_care,545
neural_baseline_lambda_s_0,1,3,dental_or_oral_health,57
neural_baseline_lambda_s_0,1,4,creative_or_artistic_work,968
neural_baseline_lambda_s_0,1,4,design_work,430
neural_baseline_lambda_s_0,1,4,dental_or_oral_health,344
neural_baseline_lambda_s_0,1,4,female_pronouns,201
neural_baseline_lambda_s_0,1,4,clinical_care,57
neural_baseline_lambda_s_0,1,5,creative_or_artistic_work,631
neural_baseline_lambda_s_0,1,5,clinical_care,491
neural_baseline_lambda_s_0,1,5,visual_art_practice,477
neural_baseline_lambda_s_0,1,5,female_pronouns,401
neural_baseline_lambda_s_0,1,6,design_work,484
neural_baseline_lambda_s_0,1,6,live_music_or_recording,399
neural_baseline_lambda_s_0,1,6,surgical_work,398
neural_baseline_lambda_s_0,1,6,visual_art_practice,239
neural_baseline_lambda_s_0,1,6,clinical_care,201
neural_baseline_lambda_s_0,1,6,legal_or_regulatory_work,138
neural_baseline_lambda_s_0,1,6,camera_or_photography_work,77
neural_baseline_lambda_s_0,1,6,dental_or_oral_health,61
neural_baseline_lambda_s_0,1,6,creative_or_artistic_work,3
neural_baseline_lambda_s_0,1,7,visual_art_practice,683
neural_baseline_lambda_s_0,1,7,film_or_video_production,440
neural_baseline_lambda_s_0,1,7,nutrition_or_diet_guidance,398
neural_baseline_lambda_s_0,1,7,literary_writing,197
neural_baseline_lambda_s_0,1,7,dental_or_oral_health,138
neural_baseline_lambda_s_0,1,7,legal_or_regulatory_work,56
neural_baseline_lambda_s_0,1,7,live_music_or_recording,43
neural_baseline_lambda_s_0,1,7,camera_or_photography_work,36
neural_baseline_lambda_s_0,1,7,nursing_care,9
neural_baseline_lambda_s_0,1,8,male_pronouns,486
neural_baseline_lambda_s_0,1,8,live_music_or_recording,438
neural_baseline_lambda_s_0,1,8,literary_writing,399
neural_baseline_lambda_s_0,1,8,medical_training,398
neural_baseline_lambda_s_0,1,8,film_or_video_production,270
neural_baseline_lambda_s_0,1,8,design_work,5
neural_baseline_lambda_s_0,1,8,camera_or_photography_work,3
neural_baseline_lambda_s_0,1,8,dental_or_oral_health,1
neural_baseline_lambda_s_0,1,9,male_pronouns,400
neural_baseline_lambda_s_0,1,9,camera_or_photography_work,397
neural_baseline_lambda_s_0,1,9,literary_writing,391
neural_baseline_lambda_s_0,1,9,live_music_or_recording,212
neural_baseline_lambda_s_0,1,9,mind_body_practice,204
neural_baseline_lambda_s_0,1,9,creative_or_artistic_work,196
neural_baseline_lambda_s_0,1,9,nutrition_or_diet_guidance,139
neural_baseline_lambda_s_0,1,9,surgical_work,51
neural_baseline_lambda_s_0,1,9,film_or_video_production,6
neural_baseline_lambda_s_0,1,9,design_work,4
neural_baseline_lambda_s_0,1,10,design_work,613
neural_baseline_lambda_s_0,1,10,literary_writing,411
neural_baseline_lambda_s_0,1,10,nursing_care,284
neural_baseline_lambda_s_0,1,10,creative_or_artistic_work,202
neural_baseline_lambda_s_0,1,10,camera_or_photography_work,198
neural_baseline_lambda_s_0,1,10,legal_or_regulatory_work,165
neural_baseline_lambda_s_0,1,10,live_music_or_recording,83
neural_baseline_lambda_s_0,1,10,mind_body_practice,20
neural_baseline_lambda_s_0,1,10,male_pronouns,11
neural_baseline_lambda_s_0,1,10,surgical_work,8
neural_baseline_lambda_s_0,1,10,nutrition_or_diet_guidance,3
neural_baseline_lambda_s_0,1,10,film_or_video_production,1
neural_baseline_lambda_s_0,1,10,medical_training,1
neural_baseline_lambda_s_0,1,11,male_pronouns,1089
neural_baseline_lambda_s_0,1,11,film_or_video_production,424
neural_baseline_lambda_s_0,1,11,mind_body_practice,317
neural_baseline_lambda_s_0,1,11,live_music_or_recording,85
neural_baseline_lambda_s_0,1,11,visual_art_practice,57
neural_baseline_lambda_s_0,1,11,legal_or_regulatory_work,11
neural_baseline_lambda_s_0,1,11,design_work,6
neural_baseline_lambda_s_0,1,11,camera_or_photography_work,5
neural_baseline_lambda_s_0,1,11,medical_training,2
neural_baseline_lambda_s_0,1,11,nutrition_or_diet_guidance,2
neural_baseline_lambda_s_0,1,11,literary_writing,1
neural_baseline_lambda_s_0,1,11,surgical_work,1
neural_baseline_lambda_s_0,1,12,clinical_care,653
neural_baseline_lambda_s_0,1,12,camera_or_photography_work,378
neural_baseline_lambda_s_0,1,12,mind_body_practice,284
neural_baseline_lambda_s_0,1,12,legal_or_regulatory_work,225
neural_baseline_lambda_s_0,1,12,medical_training,189
neural_baseline_lambda_s_0,1,12,film_or_video_production,171
neural_baseline_lambda_s_0,1,12,comedy_or_stage_performance,38
neural_baseline_lambda_s_0,1,12,nursing_care,21
neural_baseline_lambda_s_0,1,12,building_or_spatial_design,15
neural_baseline_lambda_s_0,1,12,male_pronouns,9
neural_baseline_lambda_s_0,1,12,design_work,6
neural_baseline_lambda_s_0,1,12,nutrition_or_diet_guidance,5
neural_baseline_lambda_s_0,1,12,visual_art_practice,5
neural_baseline_lambda_s_0,1,12,surgical_work,1
neural_baseline_lambda_s_0,1,13,comedy_or_stage_performance,424
neural_baseline_lambda_s_0,1,13,live_music_or_recording,340
neural_baseline_lambda_s_0,1,13,dental_or_oral_health,330
neural_baseline_lambda_s_0,1,13,building_or_spatial_design,262
neural_baseline_lambda_s_0,1,13,fitness_instruction,160
neural_baseline_lambda_s_0,1,13,design_work,143
neural_baseline_lambda_s_0,1,13,visual_art_practice,139
neural_baseline_lambda_s_0,1,13,film_or_video_production,87
neural_baseline_lambda_s_0,1,13,surgical_work,54
neural_baseline_lambda_s_0,1,13,camera_or_photography_work,20
neural_baseline_lambda_s_0,1,13,clinical_care,16
neural_baseline_lambda_s_0,1,13,medical_training,8
neural_baseline_lambda_s_0,1,13,education_or_academic_work,5
neural_baseline_lambda_s_0,1,13,male_pronouns,5
neural_baseline_lambda_s_0,1,13,mind_body_practice,5
neural_baseline_lambda_s_0,1,13,literary_writing,1
neural_baseline_lambda_s_0,1,13,nutrition_or_diet_guidance,1
neural_baseline_lambda_s_0,1,14,surgical_work,466
neural_baseline_lambda_s_0,1,14,building_or_spatial_design,429
neural_baseline_lambda_s_0,1,14,nutrition_or_diet_guidance,281
neural_baseline_lambda_s_0,1,14,fitness_instruction,236
neural_baseline_lambda_s_0,1,14,fashion_or_modeling_work,206
neural_baseline_lambda_s_0,1,14,therapy_or_counseling,134
neural_baseline_lambda_s_0,1,14,mind_body_practice,74
neural_baseline_lambda_s_0,1,14,medical_training,54
neural_baseline_lambda_s_0,1,14,clinical_care,37
neural_baseline_lambda_s_0,1,14,design_work,26
neural_baseline_lambda_s_0,1,14,comedy_or_stage_performance,18
neural_baseline_lambda_s_0,1,14,education_or_academic_work,16
neural_baseline_lambda_s_0,1,14,dental_or_oral_health,5
neural_baseline_lambda_s_0,1,14,legal_or_regulatory_work,5
neural_baseline_lambda_s_0,1,14,literary_writing,4
neural_baseline_lambda_s_0,1,14,live_music_or_recording,4
neural_baseline_lambda_s_0,1,14,visual_art_practice,4
neural_baseline_lambda_s_0,1,14,camera_or_photography_work,1
neural_baseline_lambda_s_0,1,15,education_or_academic_work,948
neural_baseline_lambda_s_0,1,15,camera_or_photography_work,281
neural_baseline_lambda_s_0,1,15,teaching_or_instruction,202
neural_baseline_lambda_s_0,1,15,literary_writing,181
neural_baseline_lambda_s_0,1,15,therapy_or_counseling,142
neural_baseline_lambda_s_0,1,15,fashion_or_modeling_work,97
neural_baseline_lambda_s_0,1,15,live_music_or_recording,52
neural_baseline_lambda_s_0,1,15,nutrition_or_diet_guidance,40
neural_baseline_lambda_s_0,1,15,media_or_publishing_work,24
neural_baseline_lambda_s_0,1,15,comedy_or_stage_performance,13
neural_baseline_lambda_s_0,1,15,design_work,5
neural_baseline_lambda_s_0,1,15,surgical_work,5
neural_baseline_lambda_s_0,1,15,dental_or_oral_health,3
neural_baseline_lambda_s_0,1,15,medical_training,3
neural_baseline_lambda_s_0,1,15,film_or_video_production,2
neural_baseline_lambda_s_0,1,15,fitness_instruction,2
neural_baseline_lambda_s_0,1,16,medical_training,540
neural_baseline_lambda_s_0,1,16,fashion_or_modeling_work,450
neural_baseline_lambda_s_0,1,16,media_or_publishing_work,192
neural_baseline_lambda_s_0,1,16,teaching_or_instruction,172
neural_baseline_lambda_s_0,1,16,financial_or_accounting_work,133
neural_baseline_lambda_s_0,1,16,therapy_or_counseling,120
neural_baseline_lambda_s_0,1,16,surgical_work,85
neural_baseline_lambda_s_0,1,16,education_or_academic_work,74
neural_baseline_lambda_s_0,1,16,fitness_instruction,48
neural_baseline_lambda_s_0,1,16,live_music_or_recording,38
neural_baseline_lambda_s_0,1,16,nutrition_or_diet_guidance,36
neural_baseline_lambda_s_0,1,16,organizational_role_or_administration,32
neural_baseline_lambda_s_0,1,16,comedy_or_stage_performance,22
neural_baseline_lambda_s_0,1,16,visual_art_practice,21
neural_baseline_lambda_s_0,1,16,literary_writing,12
neural_baseline_lambda_s_0,1,16,female_gendered_titles,7
neural_baseline_lambda_s_0,1,16,film_or_video_production,5
neural_baseline_lambda_s_0,1,16,mind_body_practice,5
neural_baseline_lambda_s_0,1,16,dental_or_oral_health,3
neural_baseline_lambda_s_0,1,16,camera_or_photography_work,2
neural_baseline_lambda_s_0,1,16,design_work,2
neural_baseline_lambda_s_0,1,16,building_or_spatial_design,1
neural_baseline_lambda_s_0,1,17,fashion_or_modeling_work,339
neural_baseline_lambda_s_0,1,17,media_or_publishing_work,333
neural_baseline_lambda_s_0,1,17,surgical_work,215
neural_baseline_lambda_s_0,1,17,female_gendered_titles,206
neural_baseline_lambda_s_0,1,17,financial_or_accounting_work,200
neural_baseline_lambda_s_0,1,17,online_public_presence,173
neural_baseline_lambda_s_0,1,17,organizational_role_or_administration,141
neural_baseline_lambda_s_0,1,17,medical_training,93
neural_baseline_lambda_s_0,1,17,education_or_academic_work,58
neural_baseline_lambda_s_0,1,17,live_music_or_recording,55
neural_baseline_lambda_s_0,1,17,visual_art_practice,42
neural_baseline_lambda_s_0,1,17,building_or_spatial_design,36
neural_baseline_lambda_s_0,1,17,film_or_video_production,35
neural_baseline_lambda_s_0,1,17,comedy_or_stage_performance,20
neural_baseline_lambda_s_0,1,17,design_work,17
neural_baseline_lambda_s_0,1,17,teaching_or_instruction,13
neural_baseline_lambda_s_0,1,17,fitness_instruction,11
neural_baseline_lambda_s_0,1,17,camera_or_photography_work,4
neural_baseline_lambda_s_0,1,17,nutrition_or_diet_guidance,4
neural_baseline_lambda_s_0,1,17,therapy_or_counseling,3
neural_baseline_lambda_s_0,1,17,mind_body_practice,2
neural_baseline_lambda_s_0,1,18,media_or_publishing_work,324
neural_baseline_lambda_s_0,1,18,organizational_role_or_administration,292
neural_baseline_lambda_s_0,1,18,financial_or_accounting_work,287
neural_baseline_lambda_s_0,1,18,building_or_spatial_design,176
neural_baseline_lambda_s_0,1,18,comedy_or_stage_performance,176
neural_baseline_lambda_s_0,1,18,university_affiliation,119
neural_baseline_lambda_s_0,1,18,design_work,116
neural_baseline_lambda_s_0,1,18,visual_art_practice,95
neural_baseline_lambda_s_0,1,18,fitness_instruction,88
neural_baseline_lambda_s_0,1,18,education_or_academic_work,73
neural_baseline_lambda_s_0,1,18,online_public_presence,67
neural_baseline_lambda_s_0,1,18,female_gendered_titles,38
neural_baseline_lambda_s_0,1,18,live_music_or_recording,34
neural_baseline_lambda_s_0,1,18,teaching_or_instruction,28
neural_baseline_lambda_s_0,1,18,music_composition,20
neural_baseline_lambda_s_0,1,18,surgical_work,18
neural_baseline_lambda_s_0,1,18,mind_body_practice,15
neural_baseline_lambda_s_0,1,18,film_or_video_production,12
neural_baseline_lambda_s_0,1,18,fashion_or_modeling_work,9
neural_baseline_lambda_s_0,1,18,therapy_or_counseling,4
neural_baseline_lambda_s_0,1,18,legal_or_regulatory_work,2
neural_baseline_lambda_s_0,1,18,medical_training,2
neural_baseline_lambda_s_0,1,18,technical_or_engineering_work,2
neural_baseline_lambda_s_0,1,18,literary_writing,1
neural_baseline_lambda_s_0,1,18,public_presence_or_recognition,1
neural_baseline_lambda_s_0,1,18,software_development,1
neural_baseline_lambda_s_0,1,19,technical_or_engineering_work,342
neural_baseline_lambda_s_0,1,19,organizational_role_or_administration,239
neural_baseline_lambda_s_0,1,19,media_or_publishing_work,208
neural_baseline_lambda_s_0,1,19,fashion_or_modeling_work,202
neural_baseline_lambda_s_0,1,19,building_or_spatial_design,169
neural_baseline_lambda_s_0,1,19,financial_or_accounting_work,142
neural_baseline_lambda_s_0,1,19,teaching_or_instruction,126
neural_baseline_lambda_s_0,1,19,education_or_academic_work,113
neural_baseline_lambda_s_0,1,19,spouse_or_partner_mentions,92
neural_baseline_lambda_s_0,1,19,university_affiliation,85
neural_baseline_lambda_s_0,1,19,female_gendered_titles,58
neural_baseline_lambda_s_0,1,19,software_development,57
neural_baseline_lambda_s_0,1,19,fitness_instruction,52
neural_baseline_lambda_s_0,1,19,surgical_work,40
neural_baseline_lambda_s_0,1,19,live_music_or_recording,21
neural_baseline_lambda_s_0,1,19,music_composition,21
neural_baseline_lambda_s_0,1,19,public_presence_or_recognition,12
neural_baseline_lambda_s_0,1,19,online_public_presence,5
neural_baseline_lambda_s_0,1,19,visual_art_practice,5
neural_baseline_lambda_s_0,1,19,literary_writing,4
neural_baseline_lambda_s_0,1,19,camera_or_photography_work,2
neural_baseline_lambda_s_0,1,19,nutrition_or_diet_guidance,2
