run_name,budget,query_concept,count,count_std
neural_baseline_lambda_s_0,2,comedy_or_stage_performance,0.0,0.0
neural_baseline_lambda_s_0,2,dental_or_oral_health,0.0,0.0
neural_baseline_lambda_s_0,2,design_work,0.0,0.0
neural_baseline_lambda_s_0,2,education_or_academic_work,0.0,0.0
neural_baseline_lambda_s_0,2,fashion_or_modeling_work,0.0,0.0
neural_baseline_lambda_s_0,2,female_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,2,female_pronouns,0.0,0.0
neural_baseline_lambda_s_0,2,financial_or_accounting_work,0.0,0.0
neural_baseline_lambda_s_0,2,fitness_instruction,0.0,0.0
neural_baseline_lambda_s_0,2,gendered_organization_or_award,0.0,0.0
neural_baseline_lambda_s_0,2,interior_or_decorative_design,0.0,0.0
neural_baseline_lambda_s_0,2,legal_practice,0.0,0.0
neural_baseline_lambda_s_0,2,legal_support_work,0.0,0.0
neural_baseline_lambda_s_0,2,live_music_or_recording,0.0,0.0
neural_baseline_lambda_s_0,2,male_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,2,male_pronouns,0.0,0.0
neural_baseline_lambda_s_0,2,management_or_leadership,0.0,0.0
neural_baseline_lambda_s_0,2,manual_body_treatment,0.0,0.0
neural_baseline_lambda_s_0,2,media_interviews_or_features,0.0,0.0
neural_baseline_lambda_s_0,2,media_or_publishing_work,0.0,0.0
neural_baseline_lambda_s_0,2,medical_training,0.0,0.0
neural_baseline_lambda_s_0,2,mind_body_practice,0.0,0.0
neural_baseline_lambda_s_0,2,music_composition,0.0,0.0
neural_baseline_lambda_s_0,2,nutrition_or_diet_guidance,0.0,0.0
neural_baseline_lambda_s_0,2,online_public_presence,0.0,0.0
neural_baseline_lambda_s_0,2,organizational_role_or_administration,0.0,0.0
neural_baseline_lambda_s_0,2,parent_role_mentions,0.0,0.0
neural_baseline_lambda_s_0,2,public_presence_or_recognition,0.0,0.0
neural_baseline_lambda_s_0,2,public_speaking_or_events,0.0,0.0
neural_baseline_lambda_s_0,2,religious_ministry,0.0,0.0
neural_baseline_lambda_s_0,2,reporting_or_news_work,0.0,0.0
neural_baseline_lambda_s_0,2,research_publications,0.0,0.0
neural_baseline_lambda_s_0,2,scientific_or_lab_research,0.0,0.0
neural_baseline_lambda_s_0,2,software_development,0.0,0.0
neural_baseline_lambda_s_0,2,spouse_or_partner_mentions,0.0,0.0
neural_baseline_lambda_s_0,2,surgical_work,0.0,0.0
neural_baseline_lambda_s_0,2,teaching_or_instruction,0.0,0.0
neural_baseline_lambda_s_0,2,technical_infrastructure,0.0,0.0
neural_baseline_lambda_s_0,2,technical_or_engineering_work,0.0,0.0
neural_baseline_lambda_s_0,2,therapy_or_counseling,0.0,0.0
neural_baseline_lambda_s_0,2,university_affiliation,0.0,0.0
neural_baseline_lambda_s_0,2,visual_art_practice,0.0,0.0
neural_baseline_lambda_s_0,3,female_pronouns,905.2,419.0998687663837
neural_baseline_lambda_s_0,3,visual_art_practice,185.0,296.48102806081874
neural_baseline_lambda_s_0,3,health_or_wellness_work,175.4,392.2063232534631
neural_baseline_lambda_s_0,3,literary_writing,141.2,315.7327984229703
neural_baseline_lambda_s_0,3,legal_or_regulatory_work,138.4,309.4718080859709
neural_baseline_lambda_s_0,3,live_music_or_recording,124.2,277.7196428054739
neural_baseline_lambda_s_0,3,clinical_care,120.4,238.63842942828805
neural_baseline_lambda_s_0,3,camera_or_photography_work,119.2,266.5393029179749
neural_baseline_lambda_s_0,3,dental_or_oral_health,91.0,173.38396696349983
neural_baseline_lambda_s_0,3,advanced_degree_or_training,0.0,0.0
neural_baseline_lambda_s_0,3,appearance_or_body_presentation,0.0,0.0
neural_baseline_lambda_s_0,3,building_or_spatial_design,0.0,0.0
neural_baseline_lambda_s_0,3,business_or_client_service,0.0,0.0
neural_baseline_lambda_s_0,3,business_or_management_education,0.0,0.0
neural_baseline_lambda_s_0,3,celebrity_or_public_attention,0.0,0.0
neural_baseline_lambda_s_0,3,child_or_family_care_mentions,0.0,0.0
neural_baseline_lambda_s_0,3,classroom_instruction,0.0,0.0
neural_baseline_lambda_s_0,3,comedy_or_stage_performance,0.0,0.0
neural_baseline_lambda_s_0,3,creative_or_artistic_work,0.0,0.0
neural_baseline_lambda_s_0,3,design_work,0.0,0.0
neural_baseline_lambda_s_0,3,education_or_academic_work,0.0,0.0
neural_baseline_lambda_s_0,3,fashion_or_modeling_work,0.0,0.0
neural_baseline_lambda_s_0,3,female_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,3,film_or_video_production,0.0,0.0
neural_baseline_lambda_s_0,3,financial_or_accounting_work,0.0,0.0
neural_baseline_lambda_s_0,3,fitness_instruction,0.0,0.0
neural_baseline_lambda_s_0,3,gendered_organization_or_award,0.0,0.0
neural_baseline_lambda_s_0,3,interior_or_decorative_design,0.0,0.0
neural_baseline_lambda_s_0,3,legal_practice,0.0,0.0
neural_baseline_lambda_s_0,3,legal_support_work,0.0,0.0
neural_baseline_lambda_s_0,3,male_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,3,male_pronouns,0.0,0.0
neural_baseline_lambda_s_0,3,management_or_leadership,0.0,0.0
neural_baseline_lambda_s_0,3,manual_body_treatment,0.0,0.0
neural_baseline_lambda_s_0,3,media_interviews_or_features,0.0,0.0
neural_baseline_lambda_s_0,3,media_or_publishing_work,0.0,0.0
neural_baseline_lambda_s_0,3,medical_training,0.0,0.0
neural_baseline_lambda_s_0,3,mind_body_practice,0.0,0.0
neural_baseline_lambda_s_0,3,music_composition,0.0,0.0
neural_baseline_lambda_s_0,3,nursing_care,0.0,0.0
neural_baseline_lambda_s_0,3,nutrition_or_diet_guidance,0.0,0.0
neural_baseline_lambda_s_0,3,online_public_presence,0.0,0.0
neural_baseline_lambda_s_0,3,organizational_role_or_administration,0.0,0.0
neural_baseline_lambda_s_0,3,parent_role_mentions,0.0,0.0
neural_baseline_lambda_s_0,3,public_presence_or_recognition,0.0,0.0
neural_baseline_lambda_s_0,3,public_speaking_or_events,0.0,0.0
neural_baseline_lambda_s_0,3,religious_ministry,0.0,0.0
neural_baseline_lambda_s_0,3,reporting_or_news_work,0.0,0.0
neural_baseline_lambda_s_0,3,research_publications,0.0,0.0
neural_baseline_lambda_s_0,3,scientific_or_lab_research,0.0,0.0
neural_baseline_lambda_s_0,3,software_development,0.0,0.0
neural_baseline_lambda_s_0,3,spouse_or_partner_mentions,0.0,0.0
neural_baseline_lambda_s_0,3,surgical_work,0.0,0.0
neural_baseline_lambda_s_0,3,teaching_or_instruction,0.0,0.0
neural_baseline_lambda_s_0,3,technical_infrastructure,0.0,0.0
neural_baseline_lambda_s_0,3,technical_or_engineering_work,0.0,0.0
neural_baseline_lambda_s_0,3,therapy_or_counseling,0.0,0.0
neural_baseline_lambda_s_0,3,university_affiliation,0.0,0.0
neural_baseline_lambda_s_0,4,female_pronouns,431.6,323.2503673625136
neural_baseline_lambda_s_0,4,legal_or_regulatory_work,413.4,377.39872813776145
neural_baseline_lambda_s_0,4,visual_art_practice,234.8,293.39938650242607
neural_baseline_lambda_s_0,4,creative_or_artistic_work,234.4,419.5006555418001
neural_baseline_lambda_s_0,4,dental_or_oral_health,183.0,148.71449156017042
neural_baseline_lambda_s_0,4,clinical_care,182.2,239.67206762574568
neural_baseline_lambda_s_0,4,literary_writing,118.2,264.30323494047514
neural_baseline_lambda_s_0,4,design_work,86.0,192.3018460649819
neural_baseline_lambda_s_0,4,nutrition_or_diet_guidance,38.8,86.75943752699185
neural_baseline_lambda_s_0,4,nursing_care,33.8,75.57909763949289
neural_baseline_lambda_s_0,4,camera_or_photography_work,25.4,50.182666330118415
neural_baseline_lambda_s_0,4,live_music_or_recording,18.4,41.14365078599613
neural_baseline_lambda_s_0,4,advanced_degree_or_training,0.0,0.0
neural_baseline_lambda_s_0,4,appearance_or_body_presentation,0.0,0.0
neural_baseline_lambda_s_0,4,building_or_spatial_design,0.0,0.0
neural_baseline_lambda_s_0,4,business_or_client_service,0.0,0.0
neural_baseline_lambda_s_0,4,business_or_management_education,0.0,0.0
neural_baseline_lambda_s_0,4,celebrity_or_public_attention,0.0,0.0
neural_baseline_lambda_s_0,4,child_or_family_care_mentions,0.0,0.0
neural_baseline_lambda_s_0,4,classroom_instruction,0.0,0.0
neural_baseline_lambda_s_0,4,comedy_or_stage_performance,0.0,0.0
neural_baseline_lambda_s_0,4,education_or_academic_work,0.0,0.0
neural_baseline_lambda_s_0,4,fashion_or_modeling_work,0.0,0.0
neural_baseline_lambda_s_0,4,female_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,4,film_or_video_production,0.0,0.0
neural_baseline_lambda_s_0,4,financial_or_accounting_work,0.0,0.0
neural_baseline_lambda_s_0,4,fitness_instruction,0.0,0.0
neural_baseline_lambda_s_0,4,gendered_organization_or_award,0.0,0.0
neural_baseline_lambda_s_0,4,health_or_wellness_work,0.0,0.0
neural_baseline_lambda_s_0,4,interior_or_decorative_design,0.0,0.0
neural_baseline_lambda_s_0,4,legal_practice,0.0,0.0
neural_baseline_lambda_s_0,4,legal_support_work,0.0,0.0
neural_baseline_lambda_s_0,4,male_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,4,male_pronouns,0.0,0.0
neural_baseline_lambda_s_0,4,management_or_leadership,0.0,0.0
neural_baseline_lambda_s_0,4,manual_body_treatment,0.0,0.0
neural_baseline_lambda_s_0,4,media_interviews_or_features,0.0,0.0
neural_baseline_lambda_s_0,4,media_or_publishing_work,0.0,0.0
neural_baseline_lambda_s_0,4,medical_training,0.0,0.0
neural_baseline_lambda_s_0,4,mind_body_practice,0.0,0.0
neural_baseline_lambda_s_0,4,music_composition,0.0,0.0
neural_baseline_lambda_s_0,4,online_public_presence,0.0,0.0
neural_baseline_lambda_s_0,4,organizational_role_or_administration,0.0,0.0
neural_baseline_lambda_s_0,4,parent_role_mentions,0.0,0.0
neural_baseline_lambda_s_0,4,public_presence_or_recognition,0.0,0.0
neural_baseline_lambda_s_0,4,public_speaking_or_events,0.0,0.0
neural_baseline_lambda_s_0,4,religious_ministry,0.0,0.0
neural_baseline_lambda_s_0,4,reporting_or_news_work,0.0,0.0
neural_baseline_lambda_s_0,4,research_publications,0.0,0.0
neural_baseline_lambda_s_0,4,scientific_or_lab_research,0.0,0.0
neural_baseline_lambda_s_0,4,software_development,0.0,0.0
neural_baseline_lambda_s_0,4,spouse_or_partner_mentions,0.0,0.0
neural_baseline_lambda_s_0,4,surgical_work,0.0,0.0
neural_baseline_lambda_s_0,4,teaching_or_instruction,0.0,0.0
neural_baseline_lambda_s_0,4,technical_infrastructure,0.0,0.0
neural_baseline_lambda_s_0,4,technical_or_engineering_work,0.0,0.0
neural_baseline_lambda_s_0,4,therapy_or_counseling,0.0,0.0
neural_baseline_lambda_s_0,4,university_affiliation,0.0,0.0
neural_baseline_lambda_s_0,5,clinical_care,519.0,350.60162578060016
neural_baseline_lambda_s_0,5,female_pronouns,398.8,391.18116007803854
neural_baseline_lambda_s_0,5,design_work,261.0,289.1876553381904
neural_baseline_lambda_s_0,5,visual_art_practice,213.0,199.19713853366468
neural_baseline_lambda_s_0,5,creative_or_artistic_work,167.0,274.0127734248898
neural_baseline_lambda_s_0,5,dental_or_oral_health,136.2,143.49982578386636
neural_baseline_lambda_s_0,5,nursing_care,126.8,182.83106956969868
neural_baseline_lambda_s_0,5,legal_or_regulatory_work,67.0,93.637599285757
neural_baseline_lambda_s_0,5,film_or_video_production,33.2,74.237456852993
neural_baseline_lambda_s_0,5,literary_writing,31.4,41.63892409753163
neural_baseline_lambda_s_0,5,camera_or_photography_work,22.2,49.64070910049533
neural_baseline_lambda_s_0,5,live_music_or_recording,14.0,29.120439557122072
neural_baseline_lambda_s_0,5,technical_or_engineering_work,10.4,23.255106965997815
neural_baseline_lambda_s_0,5,advanced_degree_or_training,0.0,0.0
neural_baseline_lambda_s_0,5,appearance_or_body_presentation,0.0,0.0
neural_baseline_lambda_s_0,5,building_or_spatial_design,0.0,0.0
neural_baseline_lambda_s_0,5,business_or_client_service,0.0,0.0
neural_baseline_lambda_s_0,5,business_or_management_education,0.0,0.0
neural_baseline_lambda_s_0,5,celebrity_or_public_attention,0.0,0.0
neural_baseline_lambda_s_0,5,child_or_family_care_mentions,0.0,0.0
neural_baseline_lambda_s_0,5,classroom_instruction,0.0,0.0
neural_baseline_lambda_s_0,5,comedy_or_stage_performance,0.0,0.0
neural_baseline_lambda_s_0,5,education_or_academic_work,0.0,0.0
neural_baseline_lambda_s_0,5,fashion_or_modeling_work,0.0,0.0
neural_baseline_lambda_s_0,5,female_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,5,financial_or_accounting_work,0.0,0.0
neural_baseline_lambda_s_0,5,fitness_instruction,0.0,0.0
neural_baseline_lambda_s_0,5,gendered_organization_or_award,0.0,0.0
neural_baseline_lambda_s_0,5,health_or_wellness_work,0.0,0.0
neural_baseline_lambda_s_0,5,interior_or_decorative_design,0.0,0.0
neural_baseline_lambda_s_0,5,legal_practice,0.0,0.0
neural_baseline_lambda_s_0,5,legal_support_work,0.0,0.0
neural_baseline_lambda_s_0,5,male_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,5,male_pronouns,0.0,0.0
neural_baseline_lambda_s_0,5,management_or_leadership,0.0,0.0
neural_baseline_lambda_s_0,5,manual_body_treatment,0.0,0.0
neural_baseline_lambda_s_0,5,media_interviews_or_features,0.0,0.0
neural_baseline_lambda_s_0,5,media_or_publishing_work,0.0,0.0
neural_baseline_lambda_s_0,5,medical_training,0.0,0.0
neural_baseline_lambda_s_0,5,mind_body_practice,0.0,0.0
neural_baseline_lambda_s_0,5,music_composition,0.0,0.0
neural_baseline_lambda_s_0,5,nutrition_or_diet_guidance,0.0,0.0
neural_baseline_lambda_s_0,5,online_public_presence,0.0,0.0
neural_baseline_lambda_s_0,5,organizational_role_or_administration,0.0,0.0
neural_baseline_lambda_s_0,5,parent_role_mentions,0.0,0.0
neural_baseline_lambda_s_0,5,public_presence_or_recognition,0.0,0.0
neural_baseline_lambda_s_0,5,public_speaking_or_events,0.0,0.0
neural_baseline_lambda_s_0,5,religious_ministry,0.0,0.0
neural_baseline_lambda_s_0,5,reporting_or_news_work,0.0,0.0
neural_baseline_lambda_s_0,5,research_publications,0.0,0.0
neural_baseline_lambda_s_0,5,scientific_or_lab_research,0.0,0.0
neural_baseline_lambda_s_0,5,software_development,0.0,0.0
neural_baseline_lambda_s_0,5,spouse_or_partner_mentions,0.0,0.0
neural_baseline_lambda_s_0,5,surgical_work,0.0,0.0
neural_baseline_lambda_s_0,5,teaching_or_instruction,0.0,0.0
neural_baseline_lambda_s_0,5,technical_infrastructure,0.0,0.0
neural_baseline_lambda_s_0,5,therapy_or_counseling,0.0,0.0
neural_baseline_lambda_s_0,5,university_affiliation,0.0,0.0
neural_baseline_lambda_s_0,6,design_work,361.4,211.84735070328352
neural_baseline_lambda_s_0,6,visual_art_practice,253.0,233.8674838450185
neural_baseline_lambda_s_0,6,film_or_video_production,243.0,304.9942622411117
neural_baseline_lambda_s_0,6,live_music_or_recording,173.2,237.89010067676207
neural_baseline_lambda_s_0,6,dental_or_oral_health,133.6,73.31302749170845
neural_baseline_lambda_s_0,6,technical_or_engineering_work,126.2,282.1917787604734
neural_baseline_lambda_s_0,6,creative_or_artistic_work,125.8,181.1551820953516
neural_baseline_lambda_s_0,6,literary_writing,124.8,248.683935950837
neural_baseline_lambda_s_0,6,nursing_care,100.8,171.9409782454433
neural_baseline_lambda_s_0,6,clinical_care,90.8,102.81390956480548
neural_baseline_lambda_s_0,6,surgical_work,79.6,177.99101100898326
neural_baseline_lambda_s_0,6,health_or_wellness_work,47.2,105.54240853799007
neural_baseline_lambda_s_0,6,legal_or_regulatory_work,45.0,56.753854494650845
neural_baseline_lambda_s_0,6,male_pronouns,34.0,76.02631123499285
neural_baseline_lambda_s_0,6,nutrition_or_diet_guidance,33.8,75.57909763949289
neural_baseline_lambda_s_0,6,camera_or_photography_work,15.4,34.435446853496764
neural_baseline_lambda_s_0,6,female_pronouns,12.4,26.623298067669978
neural_baseline_lambda_s_0,6,advanced_degree_or_training,0.0,0.0
neural_baseline_lambda_s_0,6,appearance_or_body_presentation,0.0,0.0
neural_baseline_lambda_s_0,6,building_or_spatial_design,0.0,0.0
neural_baseline_lambda_s_0,6,business_or_client_service,0.0,0.0
neural_baseline_lambda_s_0,6,business_or_management_education,0.0,0.0
neural_baseline_lambda_s_0,6,celebrity_or_public_attention,0.0,0.0
neural_baseline_lambda_s_0,6,child_or_family_care_mentions,0.0,0.0
neural_baseline_lambda_s_0,6,classroom_instruction,0.0,0.0
neural_baseline_lambda_s_0,6,comedy_or_stage_performance,0.0,0.0
neural_baseline_lambda_s_0,6,education_or_academic_work,0.0,0.0
neural_baseline_lambda_s_0,6,fashion_or_modeling_work,0.0,0.0
neural_baseline_lambda_s_0,6,female_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,6,financial_or_accounting_work,0.0,0.0
neural_baseline_lambda_s_0,6,fitness_instruction,0.0,0.0
neural_baseline_lambda_s_0,6,gendered_organization_or_award,0.0,0.0
neural_baseline_lambda_s_0,6,interior_or_decorative_design,0.0,0.0
neural_baseline_lambda_s_0,6,legal_practice,0.0,0.0
neural_baseline_lambda_s_0,6,legal_support_work,0.0,0.0
neural_baseline_lambda_s_0,6,male_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,6,management_or_leadership,0.0,0.0
neural_baseline_lambda_s_0,6,manual_body_treatment,0.0,0.0
neural_baseline_lambda_s_0,6,media_interviews_or_features,0.0,0.0
neural_baseline_lambda_s_0,6,media_or_publishing_work,0.0,0.0
neural_baseline_lambda_s_0,6,medical_training,0.0,0.0
neural_baseline_lambda_s_0,6,mind_body_practice,0.0,0.0
neural_baseline_lambda_s_0,6,music_composition,0.0,0.0
neural_baseline_lambda_s_0,6,online_public_presence,0.0,0.0
neural_baseline_lambda_s_0,6,organizational_role_or_administration,0.0,0.0
neural_baseline_lambda_s_0,6,parent_role_mentions,0.0,0.0
neural_baseline_lambda_s_0,6,public_presence_or_recognition,0.0,0.0
neural_baseline_lambda_s_0,6,public_speaking_or_events,0.0,0.0
neural_baseline_lambda_s_0,6,religious_ministry,0.0,0.0
neural_baseline_lambda_s_0,6,reporting_or_news_work,0.0,0.0
neural_baseline_lambda_s_0,6,research_publications,0.0,0.0
neural_baseline_lambda_s_0,6,scientific_or_lab_research,0.0,0.0
neural_baseline_lambda_s_0,6,software_development,0.0,0.0
neural_baseline_lambda_s_0,6,spouse_or_partner_mentions,0.0,0.0
neural_baseline_lambda_s_0,6,teaching_or_instruction,0.0,0.0
neural_baseline_lambda_s_0,6,technical_infrastructure,0.0,0.0
neural_baseline_lambda_s_0,6,therapy_or_counseling,0.0,0.0
neural_baseline_lambda_s_0,6,university_affiliation,0.0,0.0
neural_baseline_lambda_s_0,7,visual_art_practice,445.8,195.37323255758452
neural_baseline_lambda_s_0,7,design_work,306.6,257.6000776397399
neural_baseline_lambda_s_0,7,live_music_or_recording,236.6,238.34701592426117
neural_baseline_lambda_s_0,7,nutrition_or_diet_guidance,214.8,186.55615776489392
neural_baseline_lambda_s_0,7,film_or_video_production,208.2,236.67847388387477
neural_baseline_lambda_s_0,7,female_pronouns,140.6,240.78164381862666
neural_baseline_lambda_s_0,7,legal_or_regulatory_work,114.2,82.45726165717608
neural_baseline_lambda_s_0,7,nursing_care,90.0,100.04748872410542
neural_baseline_lambda_s_0,7,literary_writing,54.0,83.90172823011456
neural_baseline_lambda_s_0,7,medical_training,48.6,108.67290370648978
neural_baseline_lambda_s_0,7,male_pronouns,45.6,101.9646997739904
neural_baseline_lambda_s_0,7,health_or_wellness_work,33.8,75.57909763949289
neural_baseline_lambda_s_0,7,dental_or_oral_health,27.8,61.60519458617106
neural_baseline_lambda_s_0,7,creative_or_artistic_work,23.6,52.771204268995035
neural_baseline_lambda_s_0,7,camera_or_photography_work,8.4,15.565988564816564
neural_baseline_lambda_s_0,7,technical_or_engineering_work,1.4,3.1304951684997055
neural_baseline_lambda_s_0,7,advanced_degree_or_training,0.0,0.0
neural_baseline_lambda_s_0,7,appearance_or_body_presentation,0.0,0.0
neural_baseline_lambda_s_0,7,building_or_spatial_design,0.0,0.0
neural_baseline_lambda_s_0,7,business_or_client_service,0.0,0.0
neural_baseline_lambda_s_0,7,business_or_management_education,0.0,0.0
neural_baseline_lambda_s_0,7,celebrity_or_public_attention,0.0,0.0
neural_baseline_lambda_s_0,7,child_or_family_care_mentions,0.0,0.0
neural_baseline_lambda_s_0,7,classroom_instruction,0.0,0.0
neural_baseline_lambda_s_0,7,clinical_care,0.0,0.0
neural_baseline_lambda_s_0,7,comedy_or_stage_performance,0.0,0.0
neural_baseline_lambda_s_0,7,education_or_academic_work,0.0,0.0
neural_baseline_lambda_s_0,7,fashion_or_modeling_work,0.0,0.0
neural_baseline_lambda_s_0,7,female_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,7,financial_or_accounting_work,0.0,0.0
neural_baseline_lambda_s_0,7,fitness_instruction,0.0,0.0
neural_baseline_lambda_s_0,7,gendered_organization_or_award,0.0,0.0
neural_baseline_lambda_s_0,7,interior_or_decorative_design,0.0,0.0
neural_baseline_lambda_s_0,7,legal_practice,0.0,0.0
neural_baseline_lambda_s_0,7,legal_support_work,0.0,0.0
neural_baseline_lambda_s_0,7,male_gendered_titles,0.0,0.0
neural_baseline_lambda_s_0,7,management_or_leadership,0.0,0.0
neural_baseline_lambda_s_0,7,manual_body_treatment,0.0,0.0
neural_baseline_lambda_s_0,7,media_interviews_or_features,0.0,0.0
neural_baseline_lambda_s_0,7,media_or_publishing_work,0.0,0.0
neural_baseline_lambda_s_0,7,mind_body_practice,0.0,0.0
neural_baseline_lambda_s_0,7,music_composition,0.0,0.0
neural_baseline_lambda_s_0,7,online_public_presence,0.0,0.0
neural_baseline_lambda_s_0,7,organizational_role_or_administration,0.0,0.0
neural_baseline_lambda_s_0,7,parent_role_mentions,0.0,0.0
neural_baseline_lambda_s_0,7,public_presence_or_recognition,0.0,0.0
neural_baseline_lambda_s_0,7,public_speaking_or_events,0.0,0.0
neural_baseline_lambda_s_0,7,religious_ministry,0.0,0.0
neural_baseline_lambda_s_0,7,reporting_or_news_work,0.0,0.0
neural_baseline_lambda_s_0,7,research_publications,0.0,0.0
neural_baseline_lambda_s_0,7,scientific_or_lab_research,0.0,0.0
neural_baseline_lambda_s_0,7,software_development,0.0,0.0
neural_baseline_lambda_s_0,7,spouse_or_partner_mentions,0.0,0.0
neural_baseline_lambda_s_0,7,surgical_work,0.0,0.0
